吹 史 0.714286 吸 0.714286 足 0.714286 故 0.666667 咲 0.666667 衷 0.666667 哀 0.666667 欲 0.636364 味 0.625 呼 0.625
精 請 0.733333 情 0.714286 清 0.642857 惰 0.642857 積 0.625 晴 0.571429 構 0.571429 粒 0.571429 粗 0.571429 青 0.571429
柄 林 0.777778 核 0.7 材 0.666667 枢 0.666667 械 0.636364 校 0.6 桟 0.6 株 0.6 病 0.6 極 0.583333
珍 参 0.666667 珠 0.6 診 0.583333 形 0.555556 攻 0.555556 老 0.555556 赤 0.555556 表 0.555556 考 0.555556 杉 0.555556
克 乱 0.714286 吏 0.714286 古 0.714286 兄 0.714286 故 0.666667 況 0.625 砲 0.6 託 0.6 可 0.571429 老 0.571429
今 含 0.571429 吟 0.571429 八 0.5 手 0.5 千 0.5 介 0.5 合 0.5 毛 0.5 午 0.5 牛 0.5
前 削 0.777778 愉 0.75 有 0.666667 浦 0.6 補 0.583333 諭 0.5625 判 0.555556 肖 0.555556 用 0.555556 庸 0.545455
双 予 0.5 反 0.5 支 0.5 友 0.5 久 0.5 又 0.5 桑 0.4 氷 0.4 皮 0.4 収 0.4
塑 粧 0.615385 尊 0.615385 差 0.538462 粗 0.538462 望 0.538462 堕 0.538462 糧 0.5 謝 0.470588 墜 0.466667 潤 0.466667
駐 駄 0.733333 駆 0.733333 駅 0.666667 馬 0.666667 験 0.611111 騎 0.611111 騒 0.611111 墨 0.533333 鮮 0.470588 堅 0.466667
幕 暮 0.785714 墓 0.769231 募 0.769231 慕 0.714286 幹 0.692308 菓 0.692308 草 0.692308 場 0.615385 基 0.615385 輪 0.6
潟 漁 0.6 添 0.533333 漏 0.533333 測 0.466667 渇 0.466667 偽 0.466667 煮 0.466667 為 0.466667 鳴 0.466667 鳥 0.466667
賞 償 0.823529 賀 0.733333 額 0.722222 韻 0.684211 損 0.666667 偵 0.666667 員 0.666667 親 0.625 貨 0.6 賓 0.6
勢 熱 0.733333 封 0.538462 執 0.538462 教 0.461538 効 0.461538 茂 0.461538 励 0.461538 城 0.461538 勘 0.461538 珍 0.461538
陥 階 0.666667 伯 0.6 香 0.6 旨 0.5 音 0.5 附 0.5 旬 0.5 指 0.5 白 0.5 陣 0.5
巨 臣 0.714286 拒 0.625 口 0.6 中 0.6 品 0.555556 姫 0.5 仲 0.5 回 0.5 帥 0.444444 促 0.444444
杯 村 0.75 枢 0.75 朴 0.75 板 0.75 械 0.727273 枯 0.666667 杉 0.625 析 0.625 枚 0.625 枝 0.625
固 個 0.8 回 0.75 困 0.625 乱 0.625 古 0.625 同 0.625 舌 0.625 国 0.625 園 0.615385 箇 0.571429
糾 紡 0.8 紋 0.8 紀 0.777778 紅 0.777778 結 0.75 紙 0.7 純 0.7 給 0.666667 約 0.666667 級 0.666667
脂 胆 0.7 腹 0.692308 伯 0.6 旨 0.6 香 0.6 指 0.6 膜 0.571429 舶 0.545455 暗 0.538462 胞 0.5
丈 大 1 犬 0.75 文 0.75 夫 0.75 太 0.75 天 0.75 木 0.75 友 0.75 反 0.75 人 0.666667
再 両 0.666667 円 0.666667 亜 0.571429 車 0.571429 査 0.555556 担 0.5 抽 0.5 正 0.5 甘 0.5 工 0.5
堂 掌 0.75 常 0.727273 党 0.727273 蛍 0.636364 痘 0.583333 営 0.583333 緯 0.5625 尚 0.545455 官 0.545455 症 0.545455
隣 墜 0.625 隆 0.5625 降 0.5625 粧 0.5 料 0.5 陶 0.5 堕 0.5 瞬 0.5 挙 0.5 陸 0.5
閥 閲 0.733333 閉 0.714286 閑 0.714286 関 0.714286 間 0.642857 開 0.642857 閣 0.642857 問 0.642857 闘 0.611111 晶 0.571429
符 等 0.75 笑 0.727273 答 0.666667 筒 0.583333 策 0.583333 筆 0.583333 筋 0.583333 第 0.545455 笛 0.545455 府 0.545455
復 履 0.8 腹 0.769231 便 0.75 複 0.714286 覆 0.666667 硬 0.666667 傷 0.615385 質 0.6 衝 0.6 棟 0.583333
披 技 0.75 投 0.75 波 0.75 疲 0.7 扱 0.625 抜 0.625 皮 0.625 彼 0.625 捜 0.6 破 0.6
爆 暴 0.789474 較 0.526316 得 0.526316 慕 0.473684 湿 0.473684 泰 0.473684 異 0.473684 獣 0.473684 戦 0.473684 漆 0.473684
